request_id,title,search_keyword,target_sites,ebay_price_jpy,ebay_url
301,KTM PowerWear Hoodie Men’s XL Full Zip Jacket Dirtbike Motorcycle Motorsports,KTM PowerWear パーカー Men’s XL Full Zip ジャケット Dirtbike Motorcycle Motorsports,mercari;yahoo,4645,https://www.ebay.com/itm/267334417820?_skw=KTM+PowerWear&hash=item3e3e5f7d9c:g:BaEAAeSwlEZoet9j
302,KTM PowerWear Team V6 Thermo Water Bottle - Black Motocross Mx BMx,KTM PowerWear Team V6 Thermo Water Bottle - Black Motocross Mx BMx,mercari;yahoo,4958,https://www.ebay.com/itm/257425215694?_skw=KTM+PowerWear&hash=item3befbd10ce:g:YSIAAeSwsr5pxGDc
303,"KTM PowerWear 2025 Orange Fluids T-Shirt - Black, Small KPW1XIR-X001-Y002","KTM PowerWear 2025 Orange Fluids Tシャツ - Black, Small KPW1XIR-X001-Y002",mercari;yahoo,4129,https://www.ebay.com/itm/298389818497?_skw=KTM+PowerWear&hash=item45796b4c81:g:3ZMAAeSwsD9qI~YS
304,KTM PowerWear 2025 Kini-RB Competition Pants,KTM PowerWear 2025 Kini-RB Competition パンツ,mercari;yahoo,25573,https://www.ebay.com/itm/306951513638?_skw=KTM+PowerWear&hash=item4777bc6626:g:~jIAAeSwFG1qDjaG
305,"KTM PowerWear 2025 Kini-RedBull Competition Jersey Blue/White, XL - 3KI250028905","KTM PowerWear 2025 Kini-RedBull Competition Jersey Blue/White, XL - 3KI250028905",mercari;yahoo,8988,https://www.ebay.com/itm/178027829712?_skw=KTM+PowerWear&hash=item29734919d0:g:pKAAAeSw2Rtp08f1
306,KTM PowerWear WP Team Hardshell Jacket,KTM PowerWear WP Team Hardshell ジャケット,mercari;yahoo,30533,https://www.ebay.com/itm/306958074815?_skw=KTM+PowerWear&hash=item47782083bf:g:~SAAAeSwcSpqEibR
307,KTM PowerWear 2025 Gravity FX Air Jersey,KTM PowerWear 2025 Gravity FX Air Jersey,mercari;yahoo,9213,https://www.ebay.com/itm/298068042476?_skw=KTM+PowerWear&hash=item45663d62ec:g:cFMAAeSwF95poBmq
308,KTM Powerwear Radical X V2 Gloves Motorcycle Riding Gear Small/8 - 3PW220001102,KTM Powerwear Radical X V2 グローブ Motorcycle Riding Gear Small/8 - 3PW220001102,mercari;yahoo,13948,https://www.ebay.com/itm/318163802009?_skw=KTM+PowerWear&hash=item4a140a5799:g:LR0AAeSwPIZp4oB1
309,KTM PowerWear 2024 Team Sandals,KTM PowerWear 2024 Team Sandals,mercari;yahoo,3652,https://www.ebay.com/itm/306958933590?_skw=KTM+PowerWear&hash=item47782d9e56:g:IuQAAeSwZQpqEs4G
310,KTM PowerWear WP Team T-Shirt sz Large Motocross MX BMX new! Free shipping!,KTM PowerWear WP Team Tシャツ sz Large Motocross MX BMX new! Free shipping!,mercari;yahoo,5268,https://www.ebay.com/itm/257392740532?_skw=KTM+PowerWear&hash=item3bedcd88b4:g:KQcAAeSwI0FpqgFB
