title,price,itemWebUrl,sellerUsername,condition,itemLocation,categoryPath,buyingOptions,searchKeyword
Dainese Drake 2  Air Tex Pants Black | Size 50 .,164.99,https://www.ebay.com/itm/327080174905?_skw=Dainese&hash=item4c277f6539:g:5A0AAeSwbSBpzYsg,discountmotorsports2,Pre-owned,"850**, US","Motorcycle Pants & Chaps > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Leather Motorcycle Jacket Black With Red Logo Mesh Interior Size 56,180.00,https://www.ebay.com/itm/127885148382?_skw=Dainese&hash=item1dc68c80de:g:LNwAAeSwpHRqDHVD,picknaintez,Pre-owned,"757**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Leather Jacket Size Small. Great Condition. ,175.00,https://www.ebay.com/itm/227366609201?_skw=Dainese&hash=item34f01b2131:g:-ywAAeSwQjlqHLN-,tsavage720,Pre-owned,"946**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Mesh Motorcycle Jacket 46 Black Red White Padded Armor Biker Moto Sport,134.79,https://www.ebay.com/itm/366290741764?_skw=Dainese&hash=item5548a12a04:g:xYgAAeSwGMhpvR6X,lumanew,Pre-owned - Fair,"328**, US","Coats, Jackets & Vests > Men's Clothing > Clothing, Shoes & Accessories > Men","FIXED_PRICE,BEST_OFFER",Dainese
Dainese X-Ride Ergo-Tek Motorcycle Gloves Black Size Medium 8.5M,75.00,https://www.ebay.com/itm/137379110190?_skw=Dainese&hash=item1ffc6edd2e:g:hL8AAeSwHGxqIZ~n,socalmustang1991,Pre-owned,"502**, US",Gloves & Mittens > Sporting Goods > Cycling > Cycling Clothing,"FIXED_PRICE,BEST_OFFER",Dainese
"Dainese Scarabeo Gloves - Motocross, Mountain Bike and Stunt Motorcycle",24.99,https://www.ebay.com/itm/256047528124?_skw=Dainese&hash=item3b9d9f38bc:g:o8gAAOSwdtNkPieL,moto-tech,New,"921**, US",Other Sporting Goods > Sporting Goods,FIXED_PRICE,Dainese
Dainese Ducati Italy Flag Black Leather Motorcycle Pants Men's 60 US 50 Riding,112.50,https://www.ebay.com/itm/168422959495?_skw=Dainese&hash=item2736ca6987:g:DSIAAeSwlh1qHkd8,threadsofmine,Pre-owned,"787**, US","Motorcycle Pants & Chaps > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Vintage Dainese x Aero Leather Motorcycle Racing Suit 2 Piece Blue Red EU50 UK40,200.09,https://www.ebay.com/itm/406986961387?_skw=Dainese&hash=item5ec25031eb:g:pnUAAeSwUi9qJ~JI,thecuriouspie,Used,"SK8***, GB","Racing & Riding Suits > Clothing, Protective Gear & Merchandise > Vehicle Parts & Accessories > Motorcycle & Motorsports Gear",FIXED_PRICE,Dainese
Dainese Super Speed Tex SP-R Motorcycle Jacket Sz 48 Black Armor Pads Biker Mens,149.99,https://www.ebay.com/itm/336585399295?_skw=Dainese&hash=item4e5e0d9bff:g:REkAAeSwPKtqB3Kb,magicwizardgoods,Pre-owned,"605**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Racing Service AGV Mens Hoodie XL Excellent,34.95,https://www.ebay.com/itm/298316535317?_skw=Dainese&hash=item45750d1615:g:0q4AAeSw4GNqBW1A,davealtabird,Pre-owned - Excellent,"863**, US","Hoodies & Sweatshirts > Men's Clothing > Clothing, Shoes & Accessories > Activewear > Men","FIXED_PRICE,BEST_OFFER",Dainese
Dainese York D WP,80.00,https://www.ebay.com/itm/278042143597?_skw=Dainese&hash=item40bc9a6b6d:g:eYwAAeSwauxqE7py,liviur,Pre-owned,"074**, US","Boots & Shoes > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Torque 4 Air Motorcycle Boots Size US 9,450.00,https://www.ebay.com/itm/406870822521?_skw=Dainese&hash=item5ebb640e79:g:YccAAeSwRohp5Ums,tal335,New without box,"630**, US","Boots & Shoes > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Racing C2 Pelle Leather Jacket Men's 52 Black Red Motorbike CE Approved,435.00,https://www.ebay.com/itm/336578659196?_skw=Dainese&hash=item4e5da6c37c:g:VKAAAeSw8GhqAgOU,vazquez8811,Pre-owned,"760**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
DAINESE MISANO (size 60) 2 D-AIR PERF. 1PC SUIT | BLACK/WHITE/FLUO-RED | SIZE 60,900.00,https://www.ebay.com/itm/117139420976?_skw=Dainese&hash=item1b460db730:g:kowAAeSwE2Bpvr3J,rafa8328,Pre-owned,"331**, US","Racing & Riding Suits > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
dainese axial boots 2,495.96,https://www.ebay.com/itm/198334955623?_skw=Dainese&hash=item2e2daf4067:g:Qi4AAeSwCDZp-wvN,norika77,Usato,"*****, SK","Stivali > Auto e moto: ricambi e accessori > Abbigliamento, caschi e protezioni > Abbigliamento per moto","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Motorcycle Jeans Black Mens Size 33X34 Knee Padded Made In Italy,75.00,https://www.ebay.com/itm/377208399029?_skw=Dainese&hash=item57d35f64b5:g:~eQAAeSwCbZqE1JL,ymotshop,Pre-owned,"681**, US","Motorcycle Pants & Chaps > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Ducati Dainese Jacket Liner Only Size 58 Full Zip Motorcycle Gear,15.00,https://www.ebay.com/itm/318415235817?_skw=Dainese&hash=item4a2306eae9:g:iaQAAeSwePZqI2sR,sillywolp,Pre-owned,"847**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Carve Master 3 Gore-Tex Jacket Black | 54,190.26,https://www.ebay.com/itm/326975169604?_skw=Dainese&hash=item4c213d2444:g:VdgAAeSwd9doCYXa,discountmotorsports2,Pre-owned,"850**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Tasche Motorrad DAINESE- Bein Bauchtasche Rucksack Shoulder Bag Moto Leg Bag,17.18,https://www.ebay.com/itm/376391280976?_skw=Dainese&hash=item57a2ab2950:g:7LwAAOSwXmtnJKPc,jpd7933333,New with tags,"******, CN","Accessory Sets > Men's Accessories > Clothing, Shoes & Accessories > Men",FIXED_PRICE,Dainese
Dainese Blackjack 2 Mens Leather Motorcycle Gloves Black,110.00,https://www.ebay.com/itm/137019222146?_skw=Dainese&hash=item1fe6fb6882:g:N~4AAeSw9TtphmXl,perf-moto,New with tags,"494**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese STREET ROCKER D-WP Shoes Dark Brown - Size 10US / 43 EU,35.00,https://www.ebay.com/itm/287261184328?_skw=Dainese&hash=item42e219d148:g:X18AAeSwERVpzYLZ,desmo850,Pre-owned,"329**, US","Boots & Shoes > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Men’s Leather Motorcycle Gloves Black (Size 8/S),60.00,https://www.ebay.com/itm/188372421402?_skw=Dainese&hash=item2bdbdf0b1a:g:JcEAAeSwkXBqAiE9,loganreed20,New without tags,"150**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Street Rocker D-WP black  Leather Motorcycle Shoes Mens Size US 11.5,60.00,https://www.ebay.com/itm/227379434184?_skw=Dainese&hash=item34f0ded2c8:g:~e4AAeSwOEpqJ28J,debocollectables,Pre-owned,"452**, US","Boots & Shoes > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese druid 3 gloves motorcycle leather gloves motorcycle racing gloves,139.00,https://www.ebay.com/itm/358631837027?_skw=Dainese&hash=item53801f8d63:g:1aoAAeSwrWBqH514,bi58200,New with tags,"272**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Air Frame D1 Lady Size 44 Tex Black,130.00,https://www.ebay.com/itm/278067854870?_skw=Dainese&hash=item40be22be16:g:qnQAAeSwgjxqJu-O,liviur,Pre-owned,"074**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Denim Speed Concept Mens Black Aramid Reinforced 32 Riding Jeans 1755066,94.88,https://www.ebay.com/itm/227377136372?_skw=Dainese&hash=item34f0bbc2f4:g:B7MAAeSwO1dqJY~R,coolvintageguy,Pre-owned - Good,"853**, US","Jeans > Men's Clothing > Clothing, Shoes & Accessories > Men","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Leather Motorcycle Gloves Black MIG C2 Unisex Gloves Size XL NEW,90.00,https://www.ebay.com/itm/397777213668?_skw=Dainese&hash=item5c9d5e98e4:g:Y1YAAeSw0r1pknIK,debrom82,New with tags,"902**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Intrepyd Mens Textile Motorcycle Gloves Black/Black SM,48.75,https://www.ebay.com/itm/306828363616?_skw=Dainese&hash=item4770654760:g:YjgAAeSw5jFpufSt,perf-moto_outlet,New without tags,"494**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Mens XS Anniversary Crewneck Sweatshirt Olive Green Raglan Long Sleeve,24.29,https://www.ebay.com/itm/397940712303?_skw=Dainese&hash=item5ca71d636f:g:TF4AAeSwfyppsxfs,kcsellz,Pre-owned - Good,"270**, US","Hoodies & Sweatshirts > Men's Clothing > Clothing, Shoes & Accessories > Activewear > Men","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Drake 2  Air Tex Pants Black | Size 54 .,149.99,https://www.ebay.com/itm/327080195623?_skw=Dainese&hash=item4c277fb627:g:JwIAAeSwZJxpzY~~,discountmotorsports2,Pre-owned,"850**, US","Motorcycle Pants & Chaps > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
DEFECTIVE Dainese Scarponcino Quito Riding Shoes Size 10 Rare DISCONTINU G3D,274.00,https://www.ebay.com/itm/178195681814?_skw=Dainese&hash=item297d4a5216:g:iSIAAOSwEMtk9uHx&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbAUSDooL92HpksxxyyWyP6woGRVSjZ4tZ6xc5qU5AF5pWpjeXxYgZlb1Odg3z1GLj1FfC8a5kxBQALRUUKPgeI6b0Ag3mTBnfEmedGQHcGkSb52ygK2i09G3sBoGRz13zlWpLVEVE1TMgDaQq%2Bfy6gI6gKWm3VFGnGXRETa2CWzkIQb5d%2F4pnd%2F4%2BPmSJ3gMgPXC8oB8A7YvKpph7HEPtEHABAf4a8Ad5kfb9ejEFg59wbDIDnCrOUAf8zvS3Iefpe%2FhR6BwxU86Sm6cylBxUuksZRLlHLdwfk8TRlcZ75ow%3D%3D,shipcycle,Pre-owned,"378**, US","Boots & Shoes > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Men's Dainese Leather Padded Motorcycle Jacket – Black White Biker Racing Gear,269.10,https://www.ebay.com/itm/358478563456?_skw=Dainese&hash=item5376fcc880:g:eM8AAeSwHpNp6hzA&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGY28NNG1WFNZvKyDyO5BQAxPIKqI8jvlnuqyN9DN83JwBfNuLnxu7FXHeLQl3X7%2Fm0almyZ%2Bye%2FAipxiibvJD3BKPwQ8tzgZjxomzVApCChad1CxRE9kSSB76DDw%2FYrMw1cluOpuDk47AncfNN3yTi3yzz9OXPgxjwPa0pNtbQ0t6ZUENpfn4Kwd0xLJXj5OltesPIvs1OI%2BbbueFWkSKoMl3ZFxMz2D2wdUdCQWY6N2uoP7zXxu5HFybUSeTaXb04qX4SMAsM4p3rRbvr2hplsw1ht%2FPPJP9ogahiMOvTMhg%3D%3D,castleify_leathers,New without tags,PK,"Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
